COUNTY,FIPS,Overall Vulnerability,Housing Type and Transportation,Socioeconomic Status,Household Composition and Disability,Minority Status and Language,Greenness,Heat_Island,LST-Max,LST-Mean,Smoke,Population,Area,PM-2-5,Heatwave,Density_Population,Year
Ada,16001001800,0.1852,0.2088,0.2054,0.367,0.3367,59.61377291035307,1.4884748458862305,53.81,43.35149096203739,470.9594211903969,5091.0,3.614057757,2797.521118232752,125690.0,1408.6659213288272,2015
Ada,16001001900,0.8114,0.6431,0.7441,0.8721,0.6667,53.20283301474995,1.4884748458862305,53.39000000000004,44.27258251612377,500.4550925334423,5722.0,2.866107684,2853.0950201697538,145317.0,1996.43580453832,2015
Ada,16001002000,0.9731,0.9899,0.9394,0.3367,0.9697,24.88006781283521,1.4884748458862305,53.59000000000003,44.448435802244646,478.94469007512384,6534.0,4.451899900000001,3013.008081248082,171924.0,1467.6879864257503,2015
Ada,16001002100,0.064,0.0572,0.0774,0.1684,0.5522,4.178725615847285,1.4884748458862305,64.51000000000005,47.815348134968445,464.5984520811079,2110.0,46.60453694,2544.622129759341,50232.0,45.274562060695374,2015
Ada,16001002221,0.0808,0.0236,0.1481,0.2121,0.6027,66.71806266658723,1.4884748458862305,52.07000000000005,42.34209496533208,491.3267560818296,9763.0,9.190793124,2562.407285398432,243579.0,1062.2587048016337,2015
Ada,16001002222,0.0741,0.0067,0.2088,0.1919,0.6734,65.59151636573965,0.0,50.93000000000001,41.84865736075447,468.0505119760968,5690.0,5.241887877,2519.587237556367,144560.0,1085.4867813877129,2015
Ada,16001002223,0.037,0.037,0.0673,0.2054,0.2862,68.01694077235322,1.4884748458862305,52.97000000000003,42.8719522216442,510.3351140469312,4731.0,3.928644186,2644.6183152548483,124177.0,1204.2322429858248,2015
Ada,16001002224,0.202,0.1717,0.2525,0.4276,0.3737,43.65177538968334,1.4884748458862305,54.57000000000005,43.081877175886426,508.1397050029702,6296.0,7.352032443,2700.897032265492,165353.0,856.3618358341894,2015
Ada,16001002302,0.9091,0.9798,0.8081,0.3973,0.8519,33.88274079883497,1.4884748458862305,53.39000000000004,44.19307701498795,497.9075926066646,9000.0,5.918329975,3009.1032017907755,232977.0,1520.6992577327526,2015
Ada,16001002310,0.6768,0.7609,0.3704,0.5758,0.7475,33.66980687925655,1.4884748458862305,52.75000000000006,43.99729830750907,510.3351140469311,10550.0,6.575997628,2862.442662942717,274747.0,1604.3193134801418,2015
Ada,16001002312,0.7273,0.7778,0.5421,0.7071,0.6229,44.06272167550416,1.4884748458862305,52.53000000000003,44.05032442187163,510.3351140469312,5993.0,2.605587723,2969.439239109085,155707.0,2300.056892001252,2015
Ada,16001002313,0.4411,0.6364,0.2795,0.2189,0.6195,42.035664785585794,1.4884748458862305,53.190000000000055,44.089005174461946,510.3351140469311,4410.0,3.991445848,2889.405468553691,115095.0,1104.8627910634752,2015
